"Kod"	"Giltig från"	"Överordnad kod"	"Titel"	"Latin"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Kodningsinformation"	"Innehåll"	"Manifestation(*)/Etiologi(†)"	"Koppling Manifestation(*)/Etiologi(†)"	"Ej huvuddiagnos"	"Kodnivå - kodspecifikation"
"D48.3A"	"2009-01-01"	"D48.3"	"Tumör av patologiskt osäker natur i retroperitoneum"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.3B"	"2009-01-01"	"D48.3"	"Tumör av kliniskt okänd natur i retroperitoneum"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.4"	"1997-01-01"	"D48"	"Tumör av osäker eller okänd natur i peritoneum"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D48.4A"	"2009-01-01"	"D48.4"	"Tumör av patologiskt osäker natur i peritoneum"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.4B"	"2009-01-01"	"D48.4"	"Tumör av kliniskt okänd natur i peritoneum"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.5"	"1997-01-01"	"D48"	"Tumör av osäker eller okänd natur i huden"	""	""	"Anala gränszonen"	""	"Anus UNS (D37.7)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D48.5"	""	""	""	""	""	"Analhuden"	""	"Huden på könsorganen (D39.7, D40.7)"	""	""	""	""	""	""	""
"D48.5"	""	""	""	""	""	"Huden över bröstkörtel"	""	"Inom och på läpprödsgränsen (D37.0)"	""	""	""	""	""	""	""
"D48.5"	""	""	""	""	""	"Perianala huden"	""	""	""	""	""	""	""	""	""
"D48.5A"	"1997-01-01"	"D48.5"	"Atypiskt fibroxantom"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.5B"	"1997-01-01"	"D48.5"	"Baddräktsnevus"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.5C"	"1997-01-01"	"D48.5"	"Dysplastiskt nevus-syndrom"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.5D"	"1997-01-01"	"D48.5"	"Svettkörteltumör UNS"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.5W"	"1997-01-01"	"D48.5"	"Annan tumör av osäker eller okänd natur i huden"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.6"	"1997-01-01"	"D48"	"Tumör av osäker eller okänd natur i bröstkörtel"	""	""	"Adenoma phyllodes"	""	"Huden över bröstkörtel (D48.5)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D48.6"	""	""	""	""	""	"Bindväv i bröstkörtel"	""	""	""	""	""	""	""	""	""
"D48.6A"	"2009-01-01"	"D48.6"	"Tumör av patologiskt osäker natur i bröstkörtel"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.6B"	"2009-01-01"	"D48.6"	"Tumör av kliniskt okänd natur i bröstkörtel"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.7"	"1997-01-01"	"D48"	"Tumör av osäker eller okänd natur i andra specificerade lokalisationer"	""	""	"Hjärtat"	""	"Bindväv (D48.1)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D48.7"	""	""	""	""	""	"Perifera nerver i orbita"	""	"Huden på ögonlock (D48.5)"	""	""	""	""	""	""	""
"D48.7"	""	""	""	""	""	"Öga"	""	""	""	""	""	""	""	""	""
"D48.7A"	"2009-01-01"	"D48.7"	"Tumör av patologiskt osäker natur i andra specificerade lokalisationer"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.7B"	"2009-01-01"	"D48.7"	"Tumör av kliniskt okänd natur i andra specificerade lokalisationer"	""	""	""	""	""	"Se Anmärkning under D37.0A"	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D48.9"	"1997-01-01"	"D48"	"Ospecificerad lokalisation av tumör av osäker eller okänd natur"	""	""	"Svulst UNS"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D48.9"	""	""	""	""	""	"Tumör UNS"	""	""	""	""	""	""	""	""	""
"D50"	"1997-01-01"	"D50-D53"	"Järnbristanemi"	"Anaemia sideropenica"	""	""	"Hypokrom anemi"	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D50"	""	""	""	""	""	""	"Sideropen anemi"	""	""	""	""	""	""	""	""
"D50-D53"	"1997-01-01"	"03"	"Nutritionsanemier"	"Anaemiae nutritionales"	""	""	""	""	""	""	""	""	""	""	"Avsnittskod, kodintervall"
"D50.0"	"1997-01-01"	"D50"	"Järnbristanemi sekundär till kronisk blodförlust"	""	""	"Posthemorragisk anemi (kronisk)"	""	"Akut posthemorragisk anemi (D62)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D50.0"	""	""	""	""	""	""	""	"Medfödd anemi orsakad av fetal blodförlust (P61.3)"	""	""	""	""	""	""	""
"D50.1"	"1997-01-01"	"D50"	"Sideropen dysfagi"	""	""	"Plummer-Vinsons syndrom"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D50.8"	"1997-01-01"	"D50"	"Andra specificerade järnbristanemier"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D50.9"	"1997-01-01"	"D50"	"Järnbristanemi, ospecificerad"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D51"	"1997-01-01"	"D50-D53"	"Anemi på grund av vitamin B12-brist"	"Anaemia e deficientia vitamini B12"	""	""	""	"Vitamin B12-brist (E53.8)"	""	""	""	""	""	""	"Kategorikod, treställig"
"D51.0"	"1997-01-01"	"D51"	"B12-bristanemi orsakad av brist på intrinsic factor"	""	""	"Kobolaminbristanemi"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D51.0"	""	""	""	""	""	"Medfödd brist på intrinsic factor"	""	""	""	""	""	""	""	""	""
"D51.0"	""	""	""	""	""	"Perniciös anemi (medfödd)"	""	""	""	""	""	""	""	""	""
"D51.1"	"1997-01-01"	"D51"	"B12-brist orsakad av selektiv B12-malabsorption med proteinuri"	""	""	"Imerslund-Gräsbecks syndrom"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D51.1"	""	""	""	""	""	"Megaloblastisk hereditär anemi"	""	""	""	""	""	""	""	""	""
"D51.2"	"1997-01-01"	"D51"	"Transkobalamin-II-brist"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D51.3"	"1997-01-01"	"D51"	"Annan dietär B12-bristanemi"	""	""	"Vegananemi"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D51.8"	"1997-01-01"	"D51"	"Andra specificerade B12-bristanemier"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D51.9"	"1997-01-01"	"D51"	"B12-bristanemi, ospecificerad"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D52"	"1997-01-01"	"D50-D53"	"Folatbristanemi"	"Anaemia e deficientia folatorum"	""	""	""	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D52.0"	"1997-01-01"	"D52"	"Dietär folatbristanemi"	""	""	"Nutritionell megaloblastanemi"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D52.1"	"1997-01-01"	"D52"	"Läkemedelsutlöst folatbristanemi"	""	""	""	""	""	""	"Tilläggskod kan användas för att ange orsakande läkemedel (kapitel 20)"	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D52.8"	"1997-01-01"	"D52"	"Andra specificerade folatbristanemier"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D52.9"	"1997-01-01"	"D52"	"Folatbristanemi, ospecificerad"	""	""	"Folsyrebristanemi UNS"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D53"	"1997-01-01"	"D50-D53"	"Andra nutritionsanemier"	"Aliae anaemiae nutritionales"	""	""	"Megaloblastanemi som ej svarar på vitamin B12- eller folatterapi"	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D53.0"	"1997-01-01"	"D53"	"Proteinbristanemi"	""	""	"Aminosyrebristanemi"	""	"Lesch-Nyhans syndrom (E79.1)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D53.0"	""	""	""	""	""	"Orotacidurisk anemi"	""	""	""	""	""	""	""	""	""
"D53.1"	"1997-01-01"	"D53"	"Andra megaloblastanemier som ej klassificeras på annan plats"	""	""	"Megaloblastanemi UNS"	""	"Di Guglielmos sjukdom (C94.0)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D53.2"	"1997-01-01"	"D53"	"Anemi på grund av C-vitaminbrist"	""	""	""	""	"Skörbjugg (E54)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D53.8"	"1997-01-01"	"D53"	"Andra specificerade nutritionsanemier"	""	""	"Anemi vid brist på:<ul><li>koppar</li><li>molybden</li><li>zink</li></ul>"	""	"Nutritionsbristtillstånd utan uppgift om anemi såsom:<ul><li>kopparbrist (E61.0)</li><li>molybdenbrist (E61.5)</li><li>zinkbrist (E60)</li></ul>"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D53.9"	"1997-01-01"	"D53"	"Nutritionsanemi, ospecificerad"	""	""	""	""	"Anemi UNS (D64.9)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D55"	"1997-01-01"	"D55-D59"	"Anemi orsakad av enzymrubbningar"	"Anaemia ex vitiis enzymaticis"	""	""	""	"Läkemedelsutlöst enzymbristanemi (D59.2)"	""	""	""	""	""	""	"Kategorikod, treställig"
"D55-D59"	"1997-01-01"	"03"	"Hemolytiska anemier (blodbrist på grund av ökad nedbrytning av röda blodkroppar)"	"Anaemiae haemolyticae"	""	""	""	""	""	""	""	""	""	""	"Avsnittskod, kodintervall"
"D55.0"	"1997-01-01"	"D55"	"Anemi orsakad av glukos-6-fosfatdehydrogenasbrist [G-6-PD-brist]"	""	""	"Favism"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D55.0"	""	""	""	""	""	"G-6-PD-bristanemi"	""	""	""	""	""	""	""	""	""
"D55.1"	"1997-01-01"	"D55"	"Anemi orsakad av andra rubbningar i glutationomsättningen"	""	""	"Anemi (orsakad av):<ul><li>enzymbristtillstånd, utom G-6-PD, som berör hexosmonofosfatshunten [HMP-shunten]</li><li>hemolytisk icke sfärocytisk (hereditär), typ I</li></ul>"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D55.2"	"1997-01-01"	"D55"	"Anemi orsakad av rubbningar i glykolytiska enzymer"	""	""	"Anemi:<ul><li>hemolytisk icke sfärocytisk (hereditär), typ II</li><li>hexokinasbrist</li><li>pyruvatkinasbrist [PK-brist]</li><li>trios-fosfat-isomeras-brist</li></ul>"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D55.3"	"1997-01-01"	"D55"	"Anemi orsakad av rubbningar i nukleotidomsättningen"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D55.8"	"1997-01-01"	"D55"	"Andra specificerade anemier orsakade av enzymrubbningar"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D55.9"	"1997-01-01"	"D55"	"Anemi orsakad av enzymrubbning, ospecificerad"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56"	"1997-01-01"	"D55-D59"	"Talassemi (medelhavsanemi)"	"Thalassaemia"	""	""	""	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D56.0"	"1997-01-01"	"D56"	"Alfa-talassemi"	""	""	""	""	"Hydrops fetalis orsakad av hemolytisk sjukdom (P56.-)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.1"	"1997-01-01"	"D56"	"Beta-talassemi"	""	""	"Cooleys anemi"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.1"	""	""	""	""	""	"Svår beta-talassemi"	""	""	""	""	""	""	""	""	""
"D56.1"	""	""	""	""	""	"Thalassaemia intermedia"	""	""	""	""	""	""	""	""	""
"D56.1"	""	""	""	""	""	"Thalassaemia major"	""	""	""	""	""	""	""	""	""
"D56.2"	"1997-01-01"	"D56"	"Delta-beta-talassemi"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.3"	"1997-01-01"	"D56"	"Anlagsbärare för talassemi"	""	""	"Thalassaemia (beta) minor"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.4"	"1997-01-01"	"D56"	"Hereditär persistens av fetalt hemoglobin [HPFH]"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.8"	"1997-01-01"	"D56"	"Andra specificerade talassemier"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.9"	"1997-01-01"	"D56"	"Talassemi, ospecificerad"	""	""	"Medelhavsanemi (med annan hemoglobinopati)"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D56.9"	""	""	""	""	""	"Talassemi (blandad) (med annan hemoglobinopati)"	""	""	""	""	""	""	""	""	""
"D57"	"1997-01-01"	"D55-D59"	"Sicklecellssjukdomar"	"Morbi meniscocytici"	""	""	""	"Andra hemoglobinopatier (D58.-)"	""	""	""	""	""	""	"Kategorikod, treställig"
"D57.0"	"1997-01-01"	"D57"	"Sicklecellsanemi med kris"	""	""	"Hb-SS-sjukdom med kris"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D57.1"	"1997-01-01"	"D57"	"Sicklecellsanemi utan kris"	""	""	"Sicklecellsanemi UNS"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D57.1"	""	""	""	""	""	"Sicklecellssjukdom UNS"	""	""	""	""	""	""	""	""	""
"D57.2"	"1997-01-01"	"D57"	"Dubbel heterozygot sicklecellsanemi"	""	""	"Hb-SC-, Hb-SD- och Hb-SE-sjukdom"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D57.2"	""	""	""	""	""	"Sicklecell-talassemi"	""	""	""	""	""	""	""	""	""
"D57.3"	"1997-01-01"	"D57"	"Anlagsbärare för sicklecellsanemi"	""	""	"Hb-S-anlag [HbAS]"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D57.3"	""	""	""	""	""	"Heterozygot hemoglobin S"	""	""	""	""	""	""	""	""	""
"D57.8"	"1997-01-01"	"D57"	"Andra sicklecellssjukdomar"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D58"	"1997-01-01"	"D55-D59"	"Andra ärftliga hemolytiska anemier (ärftlig blodbrist på grund av ökad nedbrytning av röda blodkroppar)"	"Aliae anaemiae haemolyticae hereditariae"	""	""	""	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D58.0"	"1997-01-01"	"D58"	"Hereditär sfärocytos"	""	""	"Kongenital sfärocytisk hemolytisk ikterus"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D58.0"	""	""	""	""	""	"Minkowski-Chauffards syndrom"	""	""	""	""	""	""	""	""	""
"D58.1"	"1997-01-01"	"D58"	"Hereditär elliptocytos"	""	""	"Elliptocytos (kongenital)"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D58.1"	""	""	""	""	""	"Ovalocytos (kongenital) (hereditär)"	""	""	""	""	""	""	""	""	""
"D58.2"	"1997-01-01"	"D58"	"Andra hemoglobinopatier"	""	""	"Abnormt hemoglobin UNS"	""	"Familjär polycytemi (D75.0)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D58.2"	""	""	""	""	""	"Hb-C-sjukdom"	""	"Hb-M-sjukdom (D74.0)"	""	""	""	""	""	""	""
"D58.2"	""	""	""	""	""	"Hb-D-sjukdom"	""	"Hereditär persistens av fetalt hemoglobin [HPFH] (D56.4)"	""	""	""	""	""	""	""
"D58.2"	""	""	""	""	""	"Hb-E-sjukdom"	""	"Methemoglobinemi (D74.-)"	""	""	""	""	""	""	""
"D58.2"	""	""	""	""	""	"Hemoglobinopati UNS"	""	"Polycytemi orsakad av hög höjd (D75.1)"	""	""	""	""	""	""	""
"D58.2"	""	""	""	""	""	"Hemolytisk sjukdom med instabilt hemoglobin"	""	""	""	""	""	""	""	""	""
"D58.2"	""	""	""	""	""	"Medfödd anemi med Heinz-kroppar"	""	""	""	""	""	""	""	""	""
"D58.8"	"1997-01-01"	"D58"	"Andra specificerade hereditära hemolytiska anemier"	""	""	"Stomatocytos"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D58.9"	"1997-01-01"	"D58"	"Hereditär hemolytisk anemi, ospecificerad"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59"	"1997-01-01"	"D55-D59"	"Förvärvad hemolytisk anemi (förvärvad blodbrist på grund av ökad nedbrytning av röda blodkroppar)"	"Anaemia haemolytica acquisita"	""	""	""	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D59.0"	"1997-01-01"	"D59"	"Läkemedelsutlöst autoimmun hemolytisk anemi"	""	""	""	""	""	""	"Tilläggskod kan användas för att ange orsakande läkemedel (kapitel 20)"	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.1"	"1997-01-01"	"D59"	"Andra autoimmuna hemolytiska anemier"	""	""	"Autoimmun hemolytisk sjukdom"	""	"Evans syndrom (D69.3)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.1"	""	""	""	""	""	"Hemolytisk anemi:<ul><li>köldbetingad (sekundär)(symtomatisk)</li><li>värmebetingad (sekundär)(symtomatisk)</li></ul>"	""	"Hemolytisk sjukdom hos foster och nyfödd (P55.-)"	""	""	""	""	""	""	""
"D59.1"	""	""	""	""	""	"Kroniskt köldagglutininsyndrom"	""	"Paroxysmal köldhemoglobinuri (D59.6)"	""	""	""	""	""	""	""
"D59.1"	""	""	""	""	""	"Köldagglutininhemoglobinuri"	""	""	""	""	""	""	""	""	""
"D59.1"	""	""	""	""	""	"Köldagglutininsjukdom"	""	""	""	""	""	""	""	""	""
"D59.1A"	"1997-01-01"	"D59.1"	"Förvärvad hemolytisk anemi p.g.a. köldantikroppar"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D59.1B"	"1997-01-01"	"D59.1"	"Förvärvad hemolytisk anemi p.g.a. värmeantikroppar"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D59.1X"	"1997-01-01"	"D59.1"	"Förvärvad hemolytisk anemi, autoimmun UNS"	""	""	""	""	""	""	""	""	""	""	""	"Nationell fördjupningskod, femställig (sex tecken med punkt)"
"D59.2"	"1997-01-01"	"D59"	"Läkemedelsutlöst icke autoimmun hemolytisk anemi"	""	""	"Läkemedelsutlöst enzymbristanemi"	""	""	""	"Tilläggskod kan användas för att ange orsakande läkemedel (kapitel 20)"	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.3"	"1997-01-01"	"D59"	"Hemolytiskt-uremiskt syndrom"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.4"	"1997-01-01"	"D59"	"Andra icke autoimmuna hemolytiska anemier"	""	""	"Hemolytisk anemi:<ul><li>mekanisk</li><li>mikroangiopatisk</li><li>toxisk</li></ul>"	""	""	""	"Tilläggskod kan användas för att ange yttre orsak (kapitel 20)"	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.5"	"1997-01-01"	"D59"	"Paroxysmal nattlig hemoglobinuri [Marchiafava-Micheli]"	""	""	""	""	"Hemoglobinuri UNS (R82.3)"	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.6"	"1997-01-01"	"D59"	"Hemoglobinuri orsakad av hemolys av andra yttre orsaker"	""	""	"Hemoglobinuri orsakad av ansträngning"	""	"Hemoglobinuri UNS (R82.3)"	""	"Tilläggskod kan användas för att ange yttre orsak (kapitel 20)"	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.6"	""	""	""	""	""	"Marschhemoglobinuri"	""	""	""	""	""	""	""	""	""
"D59.6"	""	""	""	""	""	"Paroxysmal köldhemoglobinuri"	""	""	""	""	""	""	""	""	""
"D59.8"	"1997-01-01"	"D59"	"Andra förvärvade hemolytiska anemier"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D59.9"	"1997-01-01"	"D59"	"Förvärvad hemolytisk anemi, ospecificerad"	""	""	"Idiopatisk hemolytisk anemi, kronisk"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D60"	"1997-01-01"	"D60-D64"	"Förvärvad isolerad aplasi av röda blodkroppar [Aquired pure red cell aplasia]"	"Erythroblastopenia acquisita"	""	""	"Aplasi av röda blodkroppar (förvärvad)(hos vuxen)(med tymom)"	""	""	""	""	""	""	""	"Kategorikod, treställig"
"D60-D64"	"1997-01-01"	"03"	"Aplastisk anemi (blodbrist på grund av upphörd eller minskad blodbildning i benmärgen) och andra anemier"	"Anaemia aplastica et aliae anaemiae"	""	""	""	""	""	""	""	""	""	""	"Avsnittskod, kodintervall"
"D60.0"	"1997-01-01"	"D60"	"Kronisk förvärvad isolerad aplasi av röda blodkroppar"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D60.1"	"1997-01-01"	"D60"	"Övergående förvärvad isolerad aplasi av röda blodkroppar"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D60.8"	"1997-01-01"	"D60"	"Annan förvärvad isolerad aplasi av röda blodkroppar"	""	""	""	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D60.9"	"1997-01-01"	"D60"	"Förvärvad isolerad aplasi av röda blodkroppar, ospecificerad"	""	""	"Aquired pure red cell aplasia UNS"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D61"	"1997-01-01"	"D60-D64"	"Andra aplastiska anemier (annan blodbrist på grund av upphörd eller minskad blodbildning i benmärgen)"	"Aliae anaemiae aplasticae"	""	""	""	"Agranulocytos (D70)"	""	""	""	""	""	""	"Kategorikod, treställig"
"D61.0"	"1997-01-01"	"D61"	"Konstitutionell aplastisk anemi"	""	""	"Aplasi av röda blodkroppar:<ul><li>hos barn</li><li>medfödd</li><li>primär</li></ul>"	""	""	""	""	""	""	""	""	"Subkategorikod, fyrställig (fem tecken med punkt)"
"D61.0"	""	""	""	""	""	"Blackfan-Diamonds syndrom"	""	""	""	""	""	""	""	""	""
